source identifier	source name	target prefix	target identifier	target name	confidence
mondo:0018436	megakaryoblastic acute myeloid leukemia with t(1;22)(p13;q13)	orphanet.ordo	orphanet.ordo:402023	Megakaryoblastic acute myeloid leukemia with t(1;22)(p13;q13)	0.72
orphanet.ordo:454836	Avian influenza	doid	doid:4492	avian influenza	0.87
mondo:0016189	qualitative or quantitative defects of filamin C	orphanet.ordo	orphanet.ordo:209047	Qualitative or quantitative defects of filamin C	0.81
orphanet.ordo:98908	Neutral lipid storage disease with myopathy	mondo	mondo:0012545	neutral lipid storage myopathy	0.75
orphanet.ordo:2442	X-linked lymphoproliferative disease	mondo	mondo:0010627	X-linked lymphoproliferative syndrome	0.89
ncit:C121572	Complex Regional Pain Syndrome II	mesh	mesh:D002422	Causalgia	0.5
doid:0090110	immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome	ncit	ncit:C131009	Immune Dysregulation, Polyendocrinopathy, and Enteropathy X-Linked Syndrome	0.57
mondo:0044903	myelofibrosis	doid	doid:4971	myelofibrosis	0.91
orphanet.ordo:544458	Hemolytic uremic syndrome	mondo	mondo:0001549	hemolytic-uremic syndrome	0.75
orphanet.ordo:464366	NEK9-related lethal skeletal dysplasia	mondo	mondo:0014870	NEK9-related lethal skeletal dysplasia	0.6
mondo:0013722	hypomyelinating leukodystrophy 8 with or without oligodontia and-or hypogonadotropic hypogonadism	orphanet.ordo	orphanet.ordo:85186	Endosteal sclerosis-cerebellar hypoplasia syndrome	0.62
doid:7698	non-functioning pancreatic endocrine tumor	orphanet.ordo	orphanet.ordo:506075	Non-functioning neuroendocrine tumor of pancreas	0.6
orphanet.ordo:70594	Dopa-responsive dystonia due to sepiapterin reductase deficiency	mondo	mondo:0012994	dopa-responsive dystonia due to sepiapterin reductase deficiency	0.77
mondo:0012221	alpha-N-acetylgalactosaminidase deficiency type 1	orphanet.ordo	orphanet.ordo:79279	Alpha-N-acetylgalactosaminidase deficiency type 1	0.82
mondo:0008006	Mobius syndrome	orphanet.ordo	orphanet.ordo:570	Moebius syndrome	0.55
mondo:0019326	phakomatosis cesiomarmorata	orphanet.ordo	orphanet.ordo:79484	Phakomatosis cesiomarmorata	0.72
mondo:0019972	dural sinus malformation	orphanet.ordo	orphanet.ordo:97339	Dural sinus malformation	0.74
mondo:0015204	microlissencephaly	orphanet.ordo	orphanet.ordo:1083	Microlissencephaly	0.78
mondo:0005005	clear cell renal carcinoma	orphanet.ordo	orphanet.ordo:319276	Clear cell renal carcinoma	0.72
orphanet.ordo:157855	HARP syndrome	mondo	mondo:0011798	hypoprebetalipoproteinemia, acanthocytosis, retinitis pigmentosa, and pallidal degeneration	0.5
orphanet.ordo:1329	Complete atrioventricular septal defect	mondo	mondo:0015273	complete atrioventricular canal	0.87
mondo:0016390	familial hypoparathyroidism	orphanet.ordo	orphanet.ordo:2238	Familial isolated hypoparathyroidism	0.84
mondo:0009346	histidinuria due to a renal tubular defect	orphanet.ordo	orphanet.ordo:2158	Histidinuria-renal tubular defect syndrome	0.75
mesh:D012555	Schistosomiasis mansoni	ncit	ncit:C35002	Schistosoma Mansoni Infection	0.85
doid:9551	smoldering myeloma	ncit	ncit:C7149	Smoldering Multiple Myeloma	0.89
orphanet.ordo:188	Systemic capillary leak syndrome	mondo	mondo:0001956	capillary leak syndrome	0.67
orphanet.ordo:435638	3p25.3 microdeletion syndrome	mondo	mondo:0018564	3p25.3 microdeletion syndrome	0.56
mesh:D004320	Dracunculiasis	orphanet.ordo	orphanet.ordo:231	Dracunculiasis	0.55
mondo:0016822	myalgia-eosinophilia syndrome associated with tryptophan	orphanet.ordo	orphanet.ordo:2582	Myalgia-eosinophilia syndrome associated with tryptophan	0.78
mondo:0007800	chromosome 18p deletion syndrome	orphanet.ordo	orphanet.ordo:261974	Partial deletion of the short arm of chromosome 18 syndrome	0.67
orphanet.ordo:1716	Distal duplication 18q syndrome	mondo	mondo:0015741	distal trisomy 18q	0.63
ncit:C9231	Merkel Cell Carcinoma	mesh	mesh:D015266	Carcinoma, Merkel Cell	0.72
mondo:0010180	autosomal recessive spondylocostal dysostosis	orphanet.ordo	orphanet.ordo:2311	Autosomal recessive spondylocostal dysostosis	0.73
orphanet.ordo:502366	Squamous cell carcinoma of the lip	mondo	mondo:0021427	squamous cell carcinoma of lip	0.72
mondo:0018860	microlissencephaly-micromelia syndrome	orphanet.ordo	orphanet.ordo:50810	Microlissencephaly-micromelia syndrome	0.83
ncit:C85072	Spasmodic Torticollis	doid	doid:0050840	cervical dystonia	0.83
orphanet.ordo:100050	Hereditary angioedema type 1	mondo	mondo:0015053	hereditary angioedema type 1	0.72
mondo:0017269	X-linked ichthyosis syndrome	orphanet.ordo	orphanet.ordo:281210	X-linked ichthyosis syndrome	0.75
ncit:C92727	Alcohol Related Birth Defect	doid	doid:0050668	alcohol-related birth defects	0.82
ncit:C99009	Penile Agenesis	orphanet.ordo	orphanet.ordo:49	Penile agenesis	0.59
mondo:0011732	familial digital arthropathy-brachydactyly	orphanet.ordo	orphanet.ordo:85169	Familial digital arthropathy-brachydactyly	0.81
mondo:0011979	adult-onset foveomacular vitelliform dystrophy	orphanet.ordo	orphanet.ordo:99000	Adult-onset foveomacular vitelliform dystrophy	0.87
mondo:0015854	supernumerary breasts	orphanet.ordo	orphanet.ordo:180182	Supernumerary breasts	0.88
mondo:0011989	leishmaniasis	orphanet.ordo	orphanet.ordo:507	Leishmaniasis	0.75
doid:3721	plasmacytoma	orphanet.ordo	orphanet.ordo:86855	Plasmacytoma	0.73
orphanet.ordo:803	Amyotrophic lateral sclerosis	mondo	mondo:0004976	amyotrophic lateral sclerosis	0.57
orphanet.ordo:661412	Megaloblastic anemia-immunodeficiency due to folate transporter 1 deficiency	mondo	mondo:0971066	megaloblastic anemia-immunodeficiency due to folate transporter 1 deficiency	0.83
orphanet.ordo:39812	Graft versus host disease	ncit	ncit:C3063	Graft Versus Host Disease	0.74
orphanet.ordo:420485	Cranio-cervical dystonia with laryngeal and upper-limb involvement	mondo	mondo:0014019	dystonia 24	0.55
orphanet.ordo:90031	Non-spherocytic hemolytic anemia due to hexokinase deficiency	mondo	mondo:0009340	non-spherocytic hemolytic anemia due to hexokinase deficiency	0.83
ncit:C84799	Kernicterus	orphanet.ordo	orphanet.ordo:415286	Bilirubin encephalopathy	0.85
orphanet.ordo:1920	Toluene embryopathy	mondo	mondo:0016016	toluene embryopathy	0.63
mondo:0019404	perineurioma	orphanet.ordo	orphanet.ordo:85102	Perineurioma	0.82
orphanet.ordo:93958	Oromandibular dystonia	mondo	mondo:0019771	oromandibular dystonia	0.81
doid:13378	Kawasaki disease	orphanet.ordo	orphanet.ordo:2331	Kawasaki disease	0.57
mesh:D007169	Impetigo	ncit	ncit:C99088	Impetigo	0.83
orphanet.ordo:423982	Epithelial tumor of the appendix	mondo	mondo:0018511	epithelial tumor of the appendix	0.87
ncit:C128341	Foodborne Botulism	orphanet.ordo	orphanet.ordo:228371	Foodborne botulism	0.74
mondo:0013308	CBL-related disorder	orphanet.ordo	orphanet.ordo:363972	Noonan syndrome-like disorder with juvenile myelomonocytic leukemia	0.78
orphanet.ordo:1133	AREDYLD syndrome	mondo	mondo:0008812	AREDYLD syndrome	0.7
mondo:0003198	small intestine adenocarcinoma	orphanet.ordo	orphanet.ordo:104075	Adenocarcinoma of the small intestine	0.83
orphanet.ordo:83461	Congenital primary aphakia	mondo	mondo:0012456	congenital primary aphakia	0.71
mondo:0018165	venous thoracic outlet syndrome	orphanet.ordo	orphanet.ordo:357131	Venous thoracic outlet syndrome	0.83
ncit:C98997	Omphalocele	orphanet.ordo	orphanet.ordo:660	Omphalocele	0.77
orphanet.ordo:31154	Hypobetalipoproteinemia	doid	doid:1390	hypobetalipoproteinemia	0.92
mondo:0009903	postaxial acrofacial dysostosis	orphanet.ordo	orphanet.ordo:246	Postaxial acrofacial dysostosis	0.87
ncit:C4138	Appendix Neuroendocrine Tumor G1	doid	doid:0050911	appendix carcinoid tumor	0.8
orphanet.ordo:300501	Painful orbital and systemic neurofibromas-marfanoid habitus syndrome	mondo	mondo:0017585	painful orbital and systemic neurofibromas-marfanoid habitus syndrome	0.76
mondo:0016807	pure mitochondrial myopathy	orphanet.ordo	orphanet.ordo:254854	Pure mitochondrial myopathy	0.79
mondo:0011331	congenital chylothorax	orphanet.ordo	orphanet.ordo:264688	Congenital chylothorax	0.76
mondo:0019928	48,XXXY syndrome	orphanet.ordo	orphanet.ordo:96263	48,XXXY syndrome	0.79
orphanet.ordo:2075	Genitopalatocardiac syndrome	mondo	mondo:0009270	genito-palato-cardiac syndrome	0.81
ncit:C126559	Hard Skin Syndrome Parana Type	orphanet.ordo	orphanet.ordo:2812	Parana hard skin syndrome	0.61
orphanet.ordo:646113	Intermediate collagen VI-related muscular dystrophy	mondo	mondo:0958353	intermediate collagen VI-related muscular dystrophy	0.74
orphanet.ordo:589547	GRIN2B-related developmental delay, intellectual disability and autism spectrum disorder	mondo	mondo:0035122	GRIN2B-related developmental delay, intellectual disability and autism spectrum disorder	0.93
mondo:0004351	intraocular lymphoma	orphanet.ordo	orphanet.ordo:279904	Primary intraocular lymphoma	0.83
mondo:0020435	atrial septal defect, coronary sinus type	orphanet.ordo	orphanet.ordo:99104	Atrial septal defect, coronary sinus type	0.82
mesh:D006480	Hemorrhagic Fever with Renal Syndrome	mondo	mondo:0005784	hantavirus hemorrhagic fever with renal syndrome	0.71
mesh:D012899	Smallpox	ncit	ncit:C35027	Smallpox	0.69
mondo:0011601	neonatal intrahepatic cholestasis due to citrin deficiency	orphanet.ordo	orphanet.ordo:247598	Neonatal intrahepatic cholestasis due to citrin deficiency	0.75
orphanet.ordo:280886	Anterior uveitis	efo	efo:1000811	anterior uveitis	0.79
mondo:0017579	Baraitser-Winter cerebrofrontofacial syndrome	orphanet.ordo	orphanet.ordo:2995	Baraitser-Winter cerebrofrontofacial syndrome	0.74
orphanet.ordo:308013	Focal acral hyperkeratosis	mondo	mondo:0017677	focal acral hyperkeratosis	0.62
orphanet.ordo:86875	Adult T-cell leukemia/lymphoma	mondo	mondo:0019471	adult T-cell leukemia/lymphoma	0.73
orphanet.ordo:47044	Hereditary papillary renal cell carcinoma	mondo	mondo:0003789	hereditary papillary renal cell carcinoma	0.83
orphanet.ordo:464756	Familial gastric type 1 neuroendocrine tumor	mondo	mondo:0018742	familial gastric type 1 neuroendocrine tumor	0.84
orphanet.ordo:477774	Combined oxidative phosphorylation defect type 27	mondo	mondo:0014728	combined oxidative phosphorylation defect type 27	0.85
orphanet.ordo:268943	Unilateral polymicrogyria	mondo	mondo:0017092	unilateral polymicrogyria	0.76
mondo:0013026	subepithelial mucinous corneal dystrophy	orphanet.ordo	orphanet.ordo:98959	Subepithelial mucinous corneal dystrophy	0.76
orphanet.ordo:289513	12q15q21.1 microdeletion syndrome	mondo	mondo:0017334	12q15q21.1 microdeletion syndrome	0.79
orphanet.ordo:1234	Bartsocas-Papas syndrome	mondo	mondo:0009901	Bartsocas-Papas syndrome 1	0.77
orphanet.ordo:477817	PMP22-RAI1 contiguous gene duplication syndrome	mondo	mondo:0014723	PMP22-RAI1 contiguous gene duplication syndrome	0.63
efo:1001286	Caroli Disease	orphanet.ordo	orphanet.ordo:53035	Caroli disease	0.79
mondo:0016828	autosomal recessive sideroblastic anemia	orphanet.ordo	orphanet.ordo:260305	Autosomal recessive sideroblastic anemia	0.75
doid:3223	complex regional pain syndrome	orphanet.ordo	orphanet.ordo:83452	Complex regional pain syndrome	0.77
orphanet.ordo:111	Barth syndrome	mondo	mondo:0010543	Barth syndrome	0.52
orphanet.ordo:99732	Sulfite oxidase deficiency due to molybdenum cofactor deficiency	mondo	mondo:0020480	sulfite oxidase deficiency due to molybdenum cofactor deficiency	0.9
doid:13949	interstitial cystitis	orphanet.ordo	orphanet.ordo:37202	Interstitial cystitis	0.87
orphanet.ordo:300557	Carcinoma of the ampulla of Vater	mondo	mondo:0017590	carcinoma of the ampulla of vater	0.82
mondo:0035743	factor V amsterdam bleeding disorder	orphanet.ordo	orphanet.ordo:599579	Factor V Amsterdam bleeding disorder	0.73
orphanet.ordo:231120	Beckwith-Wiedemann syndrome due to CDKN1C mutation	mondo	mondo:0016476	Beckwith-Wiedemann syndrome due to CDKN1C mutation	0.72
mondo:0017859	colchicine poisoning	orphanet.ordo	orphanet.ordo:31824	Colchicine poisoning	0.82
ncit:C5803	Small Intestinal Neuroendocrine Neoplasm	orphanet.ordo	orphanet.ordo:423975	Neuroendocrine tumor of the small intestine	0.6
mondo:0014452	familial dysfibrinogenemia	orphanet.ordo	orphanet.ordo:98881	Familial dysfibrinogenemia	0.83
orphanet.ordo:83452	Complex regional pain syndrome	mondo	mondo:0019369	complex regional pain syndrome	0.76
orphanet.ordo:280886	Anterior uveitis	ncit	ncit:C35109	Anterior Uveitis	0.78
mondo:0017595	aggressive B-cell non-Hodgkin lymphoma	orphanet.ordo	orphanet.ordo:300846	Aggressive B-cell non-Hodgkin lymphoma	0.89
mondo:0010921	nasal dermoid cyst	orphanet.ordo	orphanet.ordo:141103	Nasal dermoid cyst	0.74
orphanet.ordo:658909	Fasciolopsiasis	doid	doid:888	fasciolopsiasis	0.79
mondo:0018214	generalized epilepsy with febrile seizures plus	orphanet.ordo	orphanet.ordo:36387	Genetic epilepsy with febrile seizure plus	0.9
mondo:0007690	aromatase excess syndrome	orphanet.ordo	orphanet.ordo:178345	Aromatase excess syndrome	0.7
orphanet.ordo:240071	Classic progressive supranuclear palsy syndrome	mondo	mondo:0010997	supranuclear palsy, progressive, 1	0.82
orphanet.ordo:2558	Mikati-Najjar-Sahli syndrome	mondo	mondo:0016818	Mikati-Najjar-Sahli syndrome	0.83
orphanet.ordo:54368	Sarcocystosis	mondo	mondo:0018903	sarcocystosis	0.77
ncit:C5698	Rectal Neuroendocrine Neoplasm	orphanet.ordo	orphanet.ordo:100081	Neuroendocrine tumor of the rectum	0.53
doid:2047	hepatitis D	orphanet.ordo	orphanet.ordo:402823	Hepatitis delta	0.75
mondo:0009845	pelviscapular dysplasia	orphanet.ordo	orphanet.ordo:93333	Pelviscapular dysplasia	0.8
mondo:0018133	attenuated Chédiak-Higashi syndrome	orphanet.ordo	orphanet.ordo:352723	Attenuated Chédiak-Higashi syndrome	0.9
mondo:0005060	liposarcoma	orphanet.ordo	orphanet.ordo:69078	Liposarcoma	0.72
mondo:0007738	spondyloepiphyseal dysplasia with congenital joint dislocations	orphanet.ordo	orphanet.ordo:263463	CHST3-related skeletal dysplasia	0.55
orphanet.ordo:33067	Metaphyseal chondrodysplasia, Jansen type	mondo	mondo:0007982	metaphyseal chondrodysplasia, Jansen type	0.91
mesh:D006677	Histrionic Personality Disorder	ncit	ncit:C92634	Histrionic Personality Disorder	1.02
efo:0007323	inclusion body myositis	orphanet.ordo	orphanet.ordo:611	Inclusion body myositis	0.8
orphanet.ordo:805	Tuberous sclerosis complex	ncit	ncit:C3424	Tuberous Sclerosis	0.9
mondo:0015492	anti-neutrophil cytoplasmic antibody-associated vasculitis	orphanet.ordo	orphanet.ordo:156152	Anti-neutrophil cytoplasmic antibody-associated vasculitis	0.77
efo:1000111	Benign Kidney Neoplasm	doid	doid:3116	kidney benign neoplasm	0.77
mondo:0014837	thrombocytopenia 6	orphanet.ordo	orphanet.ordo:480851	Hereditary thrombocytopenia with early-onset myelofibrosis	0.52
orphanet.ordo:98427	Polycythemia	mondo	mondo:0005571	polycythemia	0.78
orphanet.ordo:2669	Nephrosis-deafness-urinary tract-digital malformations syndrome	mondo	mondo:0009731	nephrosis-deafness-urinary tract-digital malformations syndrome	0.85
doid:0060713	autosomal recessive congenital ichthyosis 4B	ncit	ncit:C98934	Harlequin Ichthyosis	0.9
mondo:0010221	CHIME syndrome	orphanet.ordo	orphanet.ordo:3474	CHIME syndrome	0.68
mondo:0017675	punctate palmoplantar keratoderma	orphanet.ordo	orphanet.ordo:307967	Punctate palmoplantar keratoderma	0.96
orphanet.ordo:659634	Relapsing isolated optic neuritis	mondo	mondo:0971050	relapsing isolated optic neuritis	0.73
mondo:0014349	pontocerebellar hypoplasia type 10	orphanet.ordo	orphanet.ordo:411493	Pontocerebellar hypoplasia type 10	0.79
orphanet.ordo:2739	Onycho-tricho-dysplasia-neutropenia syndrome	mondo	mondo:0009781	Onychotrichodysplasia and neutropenia	0.74
orphanet.ordo:171881	Cap myopathy	mondo	mondo:0015753	cap myopathy	0.84
orphanet.ordo:293202	Epithelioid sarcoma	mondo	mondo:0017387	epithelioid sarcoma	0.8
mondo:0024613	bipolar depression	doid	doid:3312	bipolar disorder	0.74
orphanet.ordo:77297	Majeed syndrome	mondo	mondo:0012316	Majeed syndrome	0.55
mondo:0017276	frontotemporal dementia	orphanet.ordo	orphanet.ordo:282	Frontotemporal dementia	0.7
mondo:0008591	tremor-nystagmus-duodenal ulcer syndrome	orphanet.ordo	orphanet.ordo:3350	Tremor-nystagmus-duodenal ulcer syndrome	0.78
orphanet.ordo:34217	Naxos disease	mondo	mondo:0011017	Naxos disease	0.71
orphanet.ordo:182086	Acquired peripheral neuropathy	mondo	mondo:0015923	acquired peripheral neuropathy	0.81
mondo:0019950	congenital muscular dystrophy	orphanet.ordo	orphanet.ordo:97242	Congenital muscular dystrophy	0.75
mondo:0015601	X-linked intellectual disability, van Esch type	orphanet.ordo	orphanet.ordo:163976	X-linked intellectual disability, Van Esch type	0.57
ncit:C35027	Smallpox	mesh	mesh:D012899	Smallpox	0.69
mondo:0010188	familial isolated deficiency of vitamin E	orphanet.ordo	orphanet.ordo:96	Ataxia with vitamin E deficiency	0.56
orphanet.ordo:397973	Intellectual disability-obesity-prognathism-eye and skin anomalies syndrome	mondo	mondo:0011722	intellectual disability-obesity-prognathism-eye and skin anomalies syndrome	0.97
mondo:0008892	progressive familial intrahepatic cholestasis type 1	orphanet.ordo	orphanet.ordo:79306	Progressive familial intrahepatic cholestasis type 1	0.82
orphanet.ordo:289522	Microtriplication 11q24.1 syndrome	mondo	mondo:0017335	microtriplication 11q24.1	0.78
mesh:D006479	Hemorrhagic Fever, Crimean	orphanet.ordo	orphanet.ordo:99827	Crimean-Congo hemorrhagic fever	0.85
orphanet.ordo:169085	Susceptibility to respiratory infections associated with CD8alpha chain mutation	mondo	mondo:0012161	susceptibility to respiratory infections associated with CD8alpha chain mutation	0.74
orphanet.ordo:603694	KLHL7-related Crisponi/cold-induced sweating-like syndrome	mondo	mondo:0035824	KLHL7-related cold-induced sweating-like syndrome	0.56
mondo:0008513	synpolydactyly type 1	orphanet.ordo	orphanet.ordo:295195	Synpolydactyly type 1	0.82
orphanet.ordo:506353	Autosomal recessive complex spastic paraplegia due to Kennedy pathway dysfunction	mondo	mondo:0044737	autosomal recessive complex spastic paraplegia due to kennedy pathway dysfunction	0.73
mondo:0035450	aprosencephaly	orphanet.ordo	orphanet.ordo:566857	Aprosencephaly	0.73
mondo:0010379	Brunner syndrome	orphanet.ordo	orphanet.ordo:3057	Monoamine oxidase A deficiency	0.64
orphanet.ordo:79189	Peroxisome biogenesis disorder	mondo	mondo:0019234	peroxisome biogenesis disorder	0.8
mondo:0015545	macrophage activation syndrome	orphanet.ordo	orphanet.ordo:158061	Macrophage activation syndrome	0.78
orphanet.ordo:98715	Uveitis	mondo	mondo:0020283	uveitis	0.61
orphanet.ordo:52417	MALT lymphoma	mondo	mondo:0007650	MALT lymphoma	0.53
mondo:0016657	8p11.2 deletion syndrome	orphanet.ordo	orphanet.ordo:251066	8p11.2 deletion syndrome	0.79
ncit:C3830	Chondromyxoid Fibroma	orphanet.ordo	orphanet.ordo:404507	Chondromyxoid fibroma	0.75
orphanet.ordo:83600	Encephalitis lethargica	doid	doid:5225	von Economo's disease	0.57
orphanet.ordo:482077	HTRA1-related autosomal dominant cerebral small vessel disease	mondo	mondo:0018832	HTRA1-related autosomal dominant cerebral small vessel disease	0.93
orphanet.ordo:567983	Parenteral nutrition-associated cholestasis	mondo	mondo:0035777	parenteral nutrition-associated cholestasis	0.79
