source identifier	source name	target prefix	predicted identifier	predicted name	true identifier	true name	confidence
mondo:0017110	isolated Dandy-Walker malformation with hydrocephalus	orphanet.ordo	orphanet.ordo:269215	Isolated Dandy-Walker malformation without hydrocephalus	orphanet.ordo:269212	Isolated Dandy-Walker malformation with hydrocephalus	0.73
orphanet.ordo:668	Osteosarcoma	mondo	mondo:0009807	osteosarcoma	mondo:0002629	bone osteosarcoma	0.72
orphanet.ordo:1991	Cleft lip with or without cleft palate	mondo	mondo:0016044	cleft lip/palate	mondo:0016034	obsolete cleft lip with or without cleft palate	0.5
orphanet.ordo:217595	Syndrome associated with hypertrophic cardiomyopathy	mondo	mondo:0005045	hypertrophic cardiomyopathy	mondo:0026989	obsolete syndrome associated with hypertrophic cardiomyopathy	0.58
orphanet.ordo:124	Diamond-Blackfan anemia	mondo	mondo:0013217	Diamond-Blackfan anemia 10	mondo:0015253	Diamond-Blackfan anemia	0.76
mondo:0012098	spinocerebellar ataxia type 20	orphanet.ordo	orphanet.ordo:212610	spinocerebellar ataxia 20	orphanet.ordo:101110	Spinocerebellar ataxia type 20	0.52
orphanet.ordo:102015	Autosomal recessive limb-girdle muscular dystrophy	mondo	mondo:0012127	autosomal recessive limb-girdle muscular dystrophy type 2J	mondo:0015152	autosomal recessive limb-girdle muscular dystrophy	0.86
mondo:0016367	dermatomyositis	orphanet.ordo	orphanet.ordo:645617	Amyopathic dermatomyositis	orphanet.ordo:221	Dermatomyositis	0.51
orphanet.ordo:293199	Pleomorphic rhabdomyosarcoma	mondo	mondo:0004233	childhood pleomorphic rhabdomyosarcoma	mondo:0017386	pleomorphic rhabdomyosarcoma	0.72
orphanet.ordo:2020	Congenital fiber-type disproportion myopathy	mondo	mondo:0800341	congenital myopathy 4A, autosomal dominant	mondo:0009711	congenital fiber-type disproportion myopathy	0.54
orphanet.ordo:199627	Atypical autism	mondo	mondo:0005258	autism spectrum disorder	mondo:0016052	atypical autism	0.55
orphanet.ordo:1272	Aymé-Gripp syndrome	mondo	mondo:0010992	Ayme-Gripp syndrome	mondo:0011049	Fine-Lubinsky syndrome	0.63
efo:0008568	Sleep Disorder	mesh	mesh:D012890	Sleep	mesh:D012893	Sleep Wake Disorders	0.57
orphanet.ordo:536532	Classical-like Ehlers-Danlos syndrome type 2	mondo	mondo:0011670	Ehlers-Danlos syndrome due to tenascin-X deficiency	mondo:0054813	Ehlers-Danlos syndrome, classic-like, 2	0.67
orphanet.ordo:808	Seckel syndrome	mondo	mondo:0014991	Seckel syndrome 10	mondo:0019342	Seckel syndrome	0.77
mondo:0008060	nonsyndromic congenital nail disorder 1	orphanet.ordo	orphanet.ordo:280654	Autosomal recessive nail dysplasia	orphanet.ordo:79153	Idiopathic trachyonychia	0.7
ncit:C116817	Neonatal Chlamydia Conjunctivitis	doid	doid:11265	trachoma	doid:13800	inclusion conjunctivitis	0.65
orphanet.ordo:217563	Neonatal acute respiratory distress syndrome	mondo	mondo:0700081	newborn respiratory distress syndrome	mondo:0009929	surfactant metabolism dysfunction, pulmonary, 1	0.62
mondo:0011323	arhinia, choanal atresia, and microphthalmia	orphanet.ordo	orphanet.ordo:1135	Arrhinia-choanal atresia-microphthalmia syndrome	orphanet.ordo:2250	Hyposmia-nasal and ocular hypoplasia-hypogonadotropic hypogonadism syndrome	0.52
ncit:C3996	Monoclonal Gammopathy of Undetermined Significance	efo	efo:1000836	benign monoclonal gammopathy	efo:0000203	monoclonal gammopathy	0.71
icd10:E10	Type 1 diabetes mellitus	orphanet.ordo	orphanet.ordo:181371	Rare diabetes mellitus type 1	orphanet.ordo:1667, orphanet.ordo:243377	Wolcott-Rallison syndrome, NON RARE IN EUROPE: Diabetes mellitus type 1	0.82
orphanet.ordo:100082	Neuroendocrine tumor of anal canal	mondo	mondo:0003504	anal canal neuroendocrine neoplasm	mondo:0015069	neuroendocrine tumor of the anal canal	0.84
efo:1000757	porokeratosis	orphanet.ordo	orphanet.ordo:79152	Disseminated superficial actinic porokeratosis	orphanet.ordo:79358	Porokeratosis	0.55
efo:1001449	Vertebrobasilar insufficiency	ncit	ncit:C197983	Vertebrobasilar Artery Syndrome	ncit:C34413	Basilar Artery Syndrome	0.77
orphanet.ordo:870	Down syndrome	ncit	ncit:C101222	Complete Trisomy 21 Syndrome	ncit:C2993	Down Syndrome	0.81
orphanet.ordo:35656	Coenzyme Q10 deficiency	doid	doid:0070238	primary coenzyme Q10 deficiency 1	doid:0050730	coenzyme Q10 deficiency disease	0.81
doid:0080186	nonmucinous bronchioloalveolar adenocarcinoma	ncit	ncit:C136716	Lung Non-Mucinous Adenocarcinoma In Situ	ncit:C7269	Minimally Invasive Lung Non-Mucinous Adenocarcinoma	0.61
orphanet.ordo:725	Developmental and epileptic encephalopathy with spike-wave activation in sleep	mondo	mondo:0800501	developmental and/or epileptic encephalopathy with spike-wave activation in sleep	mondo:0019123	continuous spikes and waves during sleep	0.76
mondo:0018993	Charcot-Marie-Tooth disease type 2	orphanet.ordo	orphanet.ordo:90117	Hereditary motor and sensory neuropathy, Okinawa type	orphanet.ordo:64746	Autosomal dominant Charcot-Marie-Tooth disease type 2	0.52
orphanet.ordo:206647	Myotonic dystrophy	mondo	mondo:0008056	myotonic dystrophy type 1	mondo:0016107	myotonic dystrophy	0.83
omim.ps:256300	Nephrotic syndrome	ncit	ncit:C34845	Nephrotic Syndrome	ncit:C35337	Congenital Nephrotic Syndrome	0.7
ncit:C185242	Otosclerosis	doid	doid:0060927	otosclerosis 10	doid:12185	otosclerosis	0.65
mondo:0014885	Hermansky-Pudlak syndrome 10	orphanet.ordo	orphanet.ordo:79430	Hermansky-Pudlak syndrome	orphanet.ordo:664511	Early-onset severe Hermansky-Pudlak syndrome with hearing loss, due to AP3D1 deficiency	0.77
mondo:0019469	T-cell large granular lymphocyte leukemia	orphanet.ordo	orphanet.ordo:512034	Large granular lymphocyte leukemia	orphanet.ordo:86872	T-cell large granular lymphocyte leukemia	0.94
mondo:0008641	retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations	orphanet.ordo	orphanet.ordo:71291	Hereditary vascular retinopathy	orphanet.ordo:247691	Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations	0.52
orphanet.ordo:272	Congenital muscular dystrophy, Fukuyama type	mondo	mondo:0023204	Fukuda-Miyanomae-Nakata syndrome	mondo:0009678	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4	0.86
orphanet.ordo:2869	Peutz-Jeghers syndrome	gard	gard:7378	Peutz-jeghers syndrome	gard:0007378	""	0.5
orphanet.ordo:624199	Non-specific autoimmune brainstem encephalitis with characteristic antibodies	mondo	mondo:0850106	non-specific autoimmune brainstem encephalitis without characteristic antibodies	mondo:0850105	non-specific autoimmune brainstem encephalitis with characteristic antibodies	0.58
mondo:0013847	chromosome 16p11.2 duplication syndrome	orphanet.ordo	orphanet.ordo:261197	Proximal 16p11.2 microdeletion syndrome	orphanet.ordo:370079	Proximal 16p11.2 microduplication syndrome	0.56
orphanet.ordo:217595	Syndrome associated with hypertrophic cardiomyopathy	mondo	mondo:0012112	hypertrophic cardiomyopathy 10	mondo:0026989	obsolete syndrome associated with hypertrophic cardiomyopathy	0.69
orphanet.ordo:2671	Neu-Laxova syndrome	mondo	mondo:0009736	Neu-Laxova syndrome 1	mondo:0000179	Neu-Laxova syndrome	0.75
doid:60006	benign vascular tumor	ncit	ncit:C7389	Benign Vascular Neoplasm	ncit:C8537	Benign Blood Vessel Neoplasm	0.8
mondo:0012382	hyperinsulinemic hypoglycemia, familial, 4	orphanet.ordo	orphanet.ordo:309127	3-hydroxyacyl-CoA dehydrogenase deficiency	orphanet.ordo:71212	Hyperinsulinism due to short chain 3-hydroxylacyl-CoA dehydrogenase deficiency	0.58
mondo:0021020	Crigler-Najjar syndrome type 1	orphanet.ordo	orphanet.ordo:79235	Crigler-Najjar syndrome type 2	orphanet.ordo:79234	Crigler-Najjar syndrome type 1	0.62
mondo:0003789	hereditary papillary renal cell carcinoma	orphanet.ordo	orphanet.ordo:319298	Papillary renal cell carcinoma	orphanet.ordo:47044	Hereditary papillary renal cell carcinoma	0.53
orphanet.ordo:1243	Best vitelliform macular dystrophy	mondo	mondo:0000390	vitelliform macular dystrophy	mondo:0007931	vitelliform macular dystrophy 2	0.54
orphanet.ordo:79414	Woolly hair nevus	mondo	mondo:0008093	nevus, epidermal	mondo:0019311	wooly hair nevus	0.54
orphanet.ordo:181	X-linked hypohidrotic ectodermal dysplasia	mondo	mondo:0016535	hypohidrotic ectodermal dysplasia	mondo:0010585	X-linked hypohidrotic ectodermal dysplasia	0.62
orphanet.ordo:680	Normokalemic periodic paralysis	mondo	mondo:0000995	familial periodic paralysis	mondo:0008225	normokalemic periodic paralysis	0.52
orphanet.ordo:251582	Gliomatosis cerebri	ncit	ncit:C114969	Childhood Gliomatosis Cerebri	ncit:C4318	Gliomatosis Cerebri	0.55
orphanet.ordo:93402	Syndactyly type 1	mondo	mondo:0008516	syndactyly type 5	mondo:0008512	syndactyly type 1	0.62
orphanet.ordo:254685	Gestational trophoblastic disease	mondo	mondo:0009273	hydatidiform mole, recurrent, 1	mondo:0016784	obsolete gestational trophoblastic disease	0.61
ncit:C136486	Lung Adenocarcinoma In Situ	doid	doid:8800	lung carcinoma in situ	doid:0050870	pulmonary adenocarcinoma in situ	0.68
orphanet.ordo:353220	Familial primary localized cutaneous amyloidosis	ncit	ncit:C189282	Familial Primary Localized Cutaneous Amyloidosis-1	ncit:C199391	Primary Cutaneous Amyloidosis	0.56
orphanet.ordo:624178	Non-specific autoimmune supratentorial encephalitis without characteristic antibodies	mondo	mondo:0850102	non-specific autoimmune supratentorial encephalitis with characteristic antibodies	mondo:0850103	non-specific autoimmune supratentorial encephalitis without characteristic antibodies	0.78
orphanet.ordo:98823	Chronic myelomonocytic leukemia	mondo	mondo:0011908	juvenile myelomonocytic leukemia	mondo:0020311	chronic myelomonocytic leukemia	0.52
orphanet.ordo:251076	8p23.1 duplication syndrome	mondo	mondo:0016658	8p23.1 microdeletion syndrome	mondo:0016659	8p23.1 duplication syndrome	0.82
mondo:0010091	Cold-induced sweating syndrome 1	orphanet.ordo	orphanet.ordo:157820	Cold-induced sweating syndrome	orphanet.ordo:1545	Crisponi syndrome	0.54
mondo:0018667	pleural empyema	ncit	ncit:C34572	Empyema	ncit:C45692	Pyothorax	0.6
efo:0008568	Sleep Disorder	mesh	mesh:D020447	Parasomnias	mesh:D012893	Sleep Wake Disorders	0.62
orphanet.ordo:1810	Autosomal dominant hypohidrotic ectodermal dysplasia	mondo	mondo:0013982	ectodermal dysplasia 11A, hypohidrotic/hair/tooth type, autosomal dominant	mondo:0015884	autosomal dominant hypohidrotic ectodermal dysplasia	0.52
orphanet.ordo:178320	Acute lung injury	efo	efo:1000637	acute respiratory distress syndrome	efo:0004610	acute lung injury	0.56
orphanet.ordo:264450	Trisomy 8p syndrome	mondo	mondo:0016945	partial duplication of the short arm of chromosome 8	mondo:0017013	trisomy 8p	0.58
orphanet.ordo:915	Aarskog-Scott syndrome	mondo	mondo:0010589	Aarskog-Scott syndrome, X-linked	mondo:0021005	faciodigitogenital syndrome	0.66
orphanet.ordo:276413	10q22.3q23.3 microdeletion syndrome	mondo	mondo:0017180	10q22.3q23.3 microduplication syndrome	mondo:0012830	chromosome 10q23 deletion syndrome	0.58
orphanet.ordo:797	Sarcoidosis	icd10	icd10:D86	Sarcoidosis	icd10:D86.9, icd10:D86.0, icd10:D86.3, icd10:D86.1, icd10:D86.2, icd10:D86.8	""	0.5
orphanet.ordo:93347	Anauxetic dysplasia	mondo	mondo:0054560	anauxetic dysplasia 1	mondo:0011773	anauxetic dysplasia	0.75
mondo:0011670	Ehlers-Danlos syndrome due to tenascin-X deficiency	orphanet.ordo	orphanet.ordo:536532	Classical-like Ehlers-Danlos syndrome type 2	orphanet.ordo:230839	Classical-like Ehlers-Danlos syndrome type 1	0.67
orphanet.ordo:3261	Autoimmune lymphoproliferative syndrome	mondo	mondo:0011158	autoimmune lymphoproliferative syndrome type 1	mondo:0017979	autoimmune lymphoproliferative syndrome	0.74
orphanet.ordo:447740	Aggressive periodontitis	mondo	mondo:0012051	periodontitis, aggressive, 2	mondo:0018643	susceptibility to localized juvenile periodontitis	0.64
orphanet.ordo:1912	Fetal hydantoin syndrome	mondo	mondo:0060690	phenytoin toxicity	mondo:0016008	fetal hydantoin syndrome	0.59
ncit:C129727	Autoimmune Polyglandular Syndrome Type 1	doid	doid:0050168	autoimmune polyendocrine syndrome type 2	doid:0050167	autoimmune polyendocrine syndrome type 1	0.63
mondo:0007526	Ehlers-Danlos syndrome, spondylodysplastic type	orphanet.ordo	orphanet.ordo:536471	Spondylodysplastic Ehlers-Danlos syndrome	orphanet.ordo:75496	B4GALT7-related spondylodysplastic Ehlers-Danlos syndrome	0.56
orphanet.ordo:599480	Acquired hemophilia A	mondo	mondo:0019139	acquired hemophilia	mondo:0035735	acquired hemophilia A	0.66
orphanet.ordo:173	Cholera	icd10	icd10:A00	Cholera	icd10:A00.1, icd10:A00.0, icd10:A00.9	""	0.5
orphanet.ordo:289846	Glutathione synthetase deficiency with 5-oxoprolinuria	mondo	mondo:0009284	glutathione synthetase deficiency without 5-oxoprolinuria	mondo:0009947	glutathione synthetase deficiency with 5-oxoprolinuria	0.72
orphanet.ordo:180226	Embryonal carcinoma	mondo	mondo:0003581	ovarian embryonal carcinoma	mondo:0005440	embryonal carcinoma	0.52
orphanet.ordo:99103	Atrial septal defect, ostium secundum type	mondo	mondo:0020439	patent foramen ovale	mondo:0020434	atrial septal defect, ostium secundum type	0.52
mondo:0020726	tubulointerstitial kidney disease, autosomal dominant, 2	orphanet.ordo	orphanet.ordo:88950	UMOD-related autosomal dominant tubulointerstitial kidney disease	orphanet.ordo:88949	MUC1-related autosomal dominant tubulointerstitial kidney disease	0.59
mondo:0009493	Richards-Rundle syndrome	orphanet.ordo	orphanet.ordo:1188	Ataxia-deafness-intellectual disability syndrome	orphanet.ordo:1399	Richards-Rundle syndrome	0.79
mesh:D057180	Frontotemporal Dementia	doid	doid:0111227	frontotemporal dementia and/or amyotrophic lateral sclerosis 7	doid:9255	frontotemporal dementia	0.69
mondo:0008922	Sengers syndrome	orphanet.ordo	orphanet.ordo:35698	Mitochondrial DNA depletion syndrome	orphanet.ordo:1369	Congenital cataract-hypertrophic cardiomyopathy-mitochondrial myopathy syndrome	0.86
doid:3996	urinary system cancer	ncit	ncit:C181197	Urinary System Carcinoma	ncit:C9297, ncit:C192668	Malignant Urinary System Neoplasm, Malignant Urinary Tract Neoplasm	0.71
ncit:C4915	Embryonal Tumor with Multilayered Rosettes, C19MC-Altered	orphanet.ordo	orphanet.ordo:656417	Embryonal tumor with multilayered rosettes	orphanet.ordo:251880	Ependymoblastoma	0.75
mondo:0020320	acute myeloblastic leukemia with maturation	orphanet.ordo	orphanet.ordo:98833	Acute myeloblastic leukemia without maturation	orphanet.ordo:98834	Acute myeloblastic leukemia with maturation	0.62
efo:0000174	Ewing sarcoma	orphanet.ordo	orphanet.ordo:370348	Peripheral primitive neuroectodermal tumor	orphanet.ordo:319	Skeletal Ewing sarcoma	0.64
orphanet.ordo:263714	X chromosome number anomaly syndrome	mondo	mondo:0700064	aneuploidy	mondo:0016999	obsolete X chromosome number anomaly	0.59
orphanet.ordo:309108	Pancreatic colipase deficiency	mondo	mondo:0013700	pancreatic triacylglycerol lipase deficiency	mondo:0017711	pancreatic colipase deficiency	0.64
doid:0080916	erythroleukemia	efo	efo:0000218	acute erythroleukemia	efo:1001955	erythroleukemia	0.68
doid:10538	gastric fundus cancer	ncit	ncit:C8398	Gastric Fundus Carcinoma	ncit:C4911	Gastric Carcinoma	0.74
orphanet.ordo:607	Nemaline myopathy	mondo	mondo:0014513	nemaline myopathy 10	mondo:0018958	nemaline myopathy	0.79
mondo:0009902	cutaneous porphyria	orphanet.ordo	orphanet.ordo:659681	Erythropoietic porphyria	orphanet.ordo:79277	Congenital erythropoietic porphyria	0.68
orphanet.ordo:53715	Familial tumoral calcinosis	gard	gard:10877	Familial tumoral calcinosis	gard:0010877	""	0.5
orphanet.ordo:3394	Soft tissue sarcoma	ncit	ncit:C7715	Childhood Soft Tissue Sarcoma	ncit:C9306	Soft Tissue Sarcoma	0.54
mondo:0013626	psoriasis 14, pustular	orphanet.ordo	orphanet.ordo:247353	Generalized pustular psoriasis	orphanet.ordo:404546, orphanet.ordo:163931	Acrodermatitis continua of Hallopeau, DITRA	0.64
orphanet.ordo:423975	Neuroendocrine tumor of the small intestine	ncit	ncit:C96061	Small Intestinal Neuroendocrine Tumor	ncit:C5803	Small Intestinal Neuroendocrine Neoplasm	0.6
ncit:C121572	Complex Regional Pain Syndrome II	orphanet.ordo	orphanet.ordo:83452	Complex regional pain syndrome	orphanet.ordo:99994	Complex regional pain syndrome type 2	0.75
ncit:C34932	Aspiration Pneumonitis	doid	doid:0050152	aspiration pneumonia	doid:50152, doid:3240	aspiration pneumonitis	0.63
mondo:0011908	juvenile myelomonocytic leukemia	orphanet.ordo	orphanet.ordo:98823	Chronic myelomonocytic leukemia	orphanet.ordo:86834	Juvenile myelomonocytic leukemia	0.52
orphanet.ordo:251858	Medulloblastoma with extensive nodularity	mondo	mondo:0007959	medulloblastoma	mondo:0016710	medulloblastoma with extensive nodularity	0.51
mondo:0014700	Au-Kline syndrome	orphanet.ordo	orphanet.ordo:2729	Okamoto syndrome	orphanet.ordo:453504	Neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-skeletal anomalies syndrome due to a point mutation	0.52
orphanet.ordo:251870	Central nervous system embryonal tumor	mondo	mondo:0002798	childhood central nervous system primitive neuroectodermal neoplasm	mondo:0016713	central nervous system Ewing sarcoma/peripheral primitive neuroectodermal tumor	0.63
orphanet.ordo:1636	Distal monosomy 7q36 syndrome	mondo	mondo:0013031	chromosome 5Q14.3 deletion syndrome, distal	mondo:0015580	distal monosomy 7q36	0.24
orphanet.ordo:3020	Ramsay Hunt syndrome	mondo	mondo:0008945	myoclonic cerebellar dyssynergia	mondo:0005769	geniculate herpes zoster	0.56
orphanet.ordo:98722	Atrioventricular septal defect	mondo	mondo:0859565	atrioventricular septal defect	mondo:0020290	familial atrioventricular septal defect	0.75
mondo:0850102	non-specific autoimmune supratentorial encephalitis with characteristic antibodies	orphanet.ordo	orphanet.ordo:624178	Non-specific autoimmune supratentorial encephalitis without characteristic antibodies	orphanet.ordo:624166	Non-specific autoimmune supratentorial encephalitis with characteristic antibodies	0.78
orphanet.ordo:261524	Paternal uniparental disomy of chromosome X syndrome	mondo	mondo:0016650	paternal uniparental disomy of chromosome 1	mondo:0016852	paternal uniparental disomy of chromosome X	0.65
mesh:D012559	Schizophrenia	mondo	mondo:0011552	schizophrenia 10	mondo:0005090	schizophrenia	0.69
orphanet.ordo:357008	Hemolytic uremic syndrome with DGKE deficiency	mondo	mondo:0013043	atypical hemolytic-uremic syndrome with C3 anomaly	mondo:0018159	atypical hemolytic-uremic syndrome with DGKE deficiency	0.54
orphanet.ordo:352737	Temperature-sensitive oculocutaneous albinism type 1	mondo	mondo:0011749	oculocutaneous albinism type 1B	mondo:0018137	temperature-sensitive oculocutaneous albinism type 1	0.52
ncit:C34421	Biliary Atresia	orphanet.ordo	orphanet.ordo:498350	Syndromic biliary atresia	orphanet.ordo:30391	Isolated biliary atresia	0.54
orphanet.ordo:1081	Coronary artery congenital malformation	mondo	mondo:0001389	congenital coronary artery anomaly	mondo:0015203	coronary artery congenital malformation	0.86
orphanet.ordo:447788	Cerebral visual impairment	mondo	mondo:0001385	cortical blindness	mondo:0018649	obsolete cerebral visual impairment	0.75
orphanet.ordo:180229	Polyembryoma	mondo	mondo:0003989	polyembryoma of the ovary	mondo:0015863	polyembryoma	0.52
