source prefix	source identifier	source name	relation	target prefix	target identifier	target name	type	source	confidence
omim.ps	omim.ps:251000	NO_NAME_FOUND	skos:exactMatch	gard	gard:7033	Methylmalonic acidemia	semapv:SemanticSimilarityThresholdMatching	logmap	0.7
pato	pato:0001863	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:490003542	Chronic	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
icd11	icd11:192048727	Spirillum	skos:exactMatch	ncbitaxon	ncbitaxon:967	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.55
icd11	icd11:98628208	Actinomyces species	skos:exactMatch	ncbitaxon	ncbitaxon:1654	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.59
icd11	icd11:2122752710	Clostridium	skos:exactMatch	ncbitaxon	ncbitaxon:186801	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.64
ncbitaxon	ncbitaxon:11018	NO_NAME_FOUND	skos:exactMatch	mesh	mesh:D014036	Togaviridae Infections	semapv:SemanticSimilarityThresholdMatching	logmap	0.77
icd11	icd11:1657537853	Plasmodium falciparum	skos:exactMatch	ncbitaxon	ncbitaxon:5833	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:1434105751	Disconnection	skos:exactMatch	pato	pato:0010001	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
ncbitaxon	ncbitaxon:6181	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:412191744	Schistosoma	semapv:SemanticSimilarityThresholdMatching	logmap	0.82
pato	pato:0000407	NO_NAME_FOUND	skos:exactMatch	efo	efo:0009669	flatulence	semapv:SemanticSimilarityThresholdMatching	logmap	0.45
efo	efo:0009157	susceptibility to malaria	skos:exactMatch	pato	pato:0001043	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.48
ncbitaxon	ncbitaxon:1809	NO_NAME_FOUND	skos:exactMatch	mesh	mesh:D054312	Buruli Ulcer	semapv:SemanticSimilarityThresholdMatching	logmap	0.72
icd11	icd11:134844522	Toxoplasma	skos:exactMatch	ncbitaxon	ncbitaxon:5810	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
ncbitaxon	ncbitaxon:782	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:2067562404	Rickettsia prowazekii	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:1286128770	Polyploidies	skos:exactMatch	pato	pato:0001377	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
icd11	icd11:551388955	Klebsiella granulomatis	skos:exactMatch	ncbitaxon	ncbitaxon:39824	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.82
ncbitaxon	ncbitaxon:12086	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:35921102	Poliovirus	semapv:SemanticSimilarityThresholdMatching	logmap	0.66
ncbitaxon	ncbitaxon:229219	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:741782362	Blastomyces	semapv:SemanticSimilarityThresholdMatching	logmap	0.92
icd11	icd11:1354830644	Rickettsia conorii	skos:exactMatch	ncbitaxon	ncbitaxon:781	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.81
ncbitaxon	ncbitaxon:171	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:846451474	Leptospira species	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
so	so:0001254	NO_NAME_FOUND	skos:exactMatch	mondo	mondo:0019934	polyploidy	semapv:SemanticSimilarityThresholdMatching	logmap	0.57
mondo	mondo:0018911	maturity-onset diabetes of the young	skos:exactMatch	omim.ps	omim.ps:125850	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.7
omim.ps	omim.ps:125850	NO_NAME_FOUND	skos:exactMatch	mondo	mondo:0018911	maturity-onset diabetes of the young	semapv:SemanticSimilarityThresholdMatching	logmap	0.7
icd11	icd11:1997317917	Streptococcus	skos:exactMatch	ncbitaxon	ncbitaxon:1301	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
pato	pato:0001501	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1726201225	Preterm newborn	semapv:SemanticSimilarityThresholdMatching	logmap	0.54
doid	doid:0050524	maturity-onset diabetes of the young	skos:exactMatch	omim.ps	omim.ps:125850	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.7
ncbitaxon	ncbitaxon:469	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:606208893	Acinetobacter	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
mondo	mondo:0001627	dementia	skos:exactMatch	nbo	nbo:0000268	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.52
icd11	icd11:967742069	Klebsiella pneumoniae	skos:exactMatch	ncbitaxon	ncbitaxon:573	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.91
ncbitaxon	ncbitaxon:784	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1238094739	Orientia tsutsugamushi	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:169306432	Distribution	skos:exactMatch	pato	pato:0001566	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.55
ncbitaxon	ncbitaxon:11040	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:439930189	Rubivirus	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:12651959	Fusobacterium	skos:exactMatch	ncbitaxon	ncbitaxon:848	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
ncbitaxon	ncbitaxon:6334	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:326134334	Trichinella spiralis	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
efo	efo:0007304	hepatitis D virus infection	skos:exactMatch	ncbitaxon	ncbitaxon:12475	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.49
ncbitaxon	ncbitaxon:60516	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:350592451	Infection by diphyllobothrium latum	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
ncit	ncit:C85197	Treponemal Infection	skos:exactMatch	ncbitaxon	ncbitaxon:160	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.52
icd11	icd11:1440087368	Cowpox virus	skos:exactMatch	ncbitaxon	ncbitaxon:10243	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
chr	chr:9606-chr8q21.11	NO_NAME_FOUND	skos:exactMatch	mondo	mondo:0013646	chromosome 8q21.11 deletion syndrome	semapv:SemanticSimilarityThresholdMatching	logmap	0.52
icd11	icd11:1988265319	Pneumocystis	skos:exactMatch	ncbitaxon	ncbitaxon:4753	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
ncbitaxon	ncbitaxon:46580	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1918114135	Spirometra	semapv:SemanticSimilarityThresholdMatching	logmap	0.72
icd11	icd11:923774621	Alcohol beverage	skos:exactMatch	foodon	foodon:00001579	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.69
so	so:1000045	NO_NAME_FOUND	skos:exactMatch	doid	doid:0070620	ring chromosome syndrome	semapv:SemanticSimilarityThresholdMatching	logmap	0.55
ecto	ecto:7000001	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:917941069	Problems associated with exposure to air pollution	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
icd11	icd11:173800541	Sporothrix schenckii	skos:exactMatch	ncbitaxon	ncbitaxon:29908	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
ncbitaxon	ncbitaxon:1513	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1618741792	Clostridium tetani	semapv:SemanticSimilarityThresholdMatching	logmap	0.83
icd11	icd11:80817633	Enterococcus	skos:exactMatch	ncbitaxon	ncbitaxon:1350	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
icd11	icd11:835461809	Salmonella Panama	skos:exactMatch	ncbitaxon	ncbitaxon:28901	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.6
mesh	mesh:D003258	Consumer Behavior	skos:exactMatch	nbo	nbo:0001845	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.56
ncbitaxon	ncbitaxon:5037	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:2091422331	Histoplasma capsulatum	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
cl	cl:0000300	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:342190642	Gamete	semapv:SemanticSimilarityThresholdMatching	logmap	0.83
envo	envo:01000798	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1116324290	Plasma	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:325532858	Echovirus	skos:exactMatch	ncbitaxon	ncbitaxon:33758	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.82
icd11	icd11:1486336331	Entamoeba histolytica	skos:exactMatch	ncbitaxon	ncbitaxon:5759	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
ncbitaxon	ncbitaxon:951	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1419345308	Neorickettsia sennetsu	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
ncbitaxon	ncbitaxon:160	NO_NAME_FOUND	skos:exactMatch	ncit	ncit:C85197	Treponemal Infection	semapv:SemanticSimilarityThresholdMatching	logmap	0.52
ncbigene	ncbigene:487634	NO_NAME_FOUND	skos:exactMatch	doid	doid:0110126	Bardet-Biedl syndrome 4	semapv:SemanticSimilarityThresholdMatching	logmap	0.54
icd11	icd11:2141267994	Molluscum contagiosum virus	skos:exactMatch	ncbitaxon	ncbitaxon:10279	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
gard	gard:93	Monilethrix	skos:exactMatch	omim.ps	omim.ps:158000	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.7
efo	efo:0009429	Mycobacterium infection	skos:exactMatch	ncbitaxon	ncbitaxon:1763	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.6
icd11	icd11:59113228	Exposure to radiation	skos:exactMatch	ecto	ecto:0000001	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.81
ncbitaxon	ncbitaxon:91493	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1103426149	Exserohilum	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
ncbitaxon	ncbitaxon:28450	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:275201521	Burkholderia pseudomallei	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:1194276488	Assault by abandonment	skos:exactMatch	envo	envo:01001357	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
ncbitaxon	ncbitaxon:140713	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:675782428	Tunga	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
orphanet	orphanet:261183	15q11.2 microdeletion syndrome	skos:exactMatch	chr	chr:9606-chr15q11.2	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
chr	chr:9606-chr7q11.23	NO_NAME_FOUND	skos:exactMatch	doid	doid:0080926	7q11.23 duplication syndrome	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
ncbitaxon	ncbitaxon:31285	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:393904462	Trypanosoma brucei gambiense	semapv:SemanticSimilarityThresholdMatching	logmap	0.95
icd11	icd11:2069550669	Mycobacterium marinum	skos:exactMatch	ncbitaxon	ncbitaxon:1781	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:272341183	Henipavirus	skos:exactMatch	ncbitaxon	ncbitaxon:260964	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
icd11	icd11:906623760	Long-term memory	skos:exactMatch	nbo	nbo:0000181	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.74
doid	doid:3012	Li-Fraumeni syndrome	skos:exactMatch	omim.ps	omim.ps:151623	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.7
doid	doid:14749	methylmalonic acidemia	skos:exactMatch	omim.ps	omim.ps:251000	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.7
icd11	icd11:476694884	Mycobacterium leprae	skos:exactMatch	ncbitaxon	ncbitaxon:1769	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.8
icd11	icd11:127490582	Mansonella	skos:exactMatch	ncbitaxon	ncbitaxon:42230	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
icd11	icd11:2128882598	Norovirus	skos:exactMatch	ncbitaxon	ncbitaxon:142786	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.74
icd11	icd11:767917398	Blood cells	skos:exactMatch	cl	cl:0000081	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.81
ncbigene	ncbigene:101094270	NO_NAME_FOUND	skos:exactMatch	doid	doid:0070114	Niemann-Pick disease type C2	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
chr	chr:9606-chr17q11.2	NO_NAME_FOUND	skos:exactMatch	mondo	mondo:0015350	17q11.2 microduplication syndrome	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
ncbitaxon	ncbitaxon:10239	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1208497819	Virus	semapv:SemanticSimilarityThresholdMatching	logmap	0.78
icd11	icd11:578635068	Ancylostoma	skos:exactMatch	ncbitaxon	ncbitaxon:29169	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
ncbitaxon	ncbitaxon:10508	NO_NAME_FOUND	skos:exactMatch	efo	efo:1001259	Adenoviridae Infections	semapv:SemanticSimilarityThresholdMatching	logmap	0.67
ncbitaxon	ncbitaxon:10244	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:816439437	Monkeypox virus	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
ncbitaxon	ncbitaxon:777	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1430643322	Coxiella burnetii	semapv:SemanticSimilarityThresholdMatching	logmap	0.82
icd11	icd11:2091422331	Histoplasma capsulatum	skos:exactMatch	ncbitaxon	ncbitaxon:5037	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
ncbitaxon	ncbitaxon:10357	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:659485056	Betaherpesvirinae	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
icd11	icd11:1682814866	Compulsions	skos:exactMatch	mfomd	mfomd:0000107	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
ecto	ecto:9000940	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:452213201	Barium nonmedicinal	semapv:SemanticSimilarityThresholdMatching	logmap	0.13
ncbitaxon	ncbitaxon:210	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:244925662	Helicobacter pylori	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
ncbitaxon	ncbitaxon:11577	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1174051950	La Crosse virus	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
pato	pato:0001852	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1605810390	Old dislocation	semapv:SemanticSimilarityThresholdMatching	logmap	0.52
doid	doid:0050508	variola major	skos:exactMatch	ncbitaxon	ncbitaxon:12870	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.57
mf	mf:0000017	NO_NAME_FOUND	skos:exactMatch	mesh	mesh:D003243	Consciousness	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
pato	pato:0001377	NO_NAME_FOUND	skos:exactMatch	mondo	mondo:0019934	polyploidy	semapv:SemanticSimilarityThresholdMatching	logmap	0.57
ncbitaxon	ncbitaxon:171	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1783025664	Leptospira	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
ncbitaxon	ncbitaxon:672	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1808959816	Vibrio vulnificus	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:903841683	Babesia	skos:exactMatch	ncbitaxon	ncbitaxon:5864	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
icd11	icd11:1426392298	proximal	skos:exactMatch	pato	pato:0001195	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.77
efo	efo:0008494	Chikungunya encephalitis	skos:exactMatch	ncbitaxon	ncbitaxon:37124	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.44
mf	mf:0000020	NO_NAME_FOUND	skos:exactMatch	mesh	mesh:D008606	Mental Processes	semapv:SemanticSimilarityThresholdMatching	logmap	0.77
mesh	mesh:D054312	Buruli Ulcer	skos:exactMatch	ncbitaxon	ncbitaxon:1809	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.72
icd11	icd11:1798986860	Streptobacillus	skos:exactMatch	ncbitaxon	ncbitaxon:34104	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
ncbitaxon	ncbitaxon:1763	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1743748165	Mycobacterium	semapv:SemanticSimilarityThresholdMatching	logmap	0.81
ncbitaxon	ncbitaxon:120793	NO_NAME_FOUND	skos:exactMatch	ncit	ncit:C27314	Mycobacterium Avium Complex Lymphadenitis	semapv:SemanticSimilarityThresholdMatching	logmap	0.51
ncbitaxon	ncbitaxon:2093	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:2129504458	Mycoplasma	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
icd11	icd11:2135216266	Rubella virus	skos:exactMatch	ncbitaxon	ncbitaxon:11041	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.86
icd11	icd11:1598100598	Legionella pneumophila	skos:exactMatch	ncbitaxon	ncbitaxon:446	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.83
icd11	icd11:428956900	Staphylococcus	skos:exactMatch	ncbitaxon	ncbitaxon:1279	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
nbo	nbo:0000268	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:546689346	Dementia	semapv:SemanticSimilarityThresholdMatching	logmap	0.51
ncbitaxon	ncbitaxon:55193	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:152966666	Malassezia	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
ncbitaxon	ncbitaxon:32008	NO_NAME_FOUND	skos:exactMatch	efo	efo:1001280	Burkholderia Infections	semapv:SemanticSimilarityThresholdMatching	logmap	0.54
icd11	icd11:718893335	Burkholderia	skos:exactMatch	ncbitaxon	ncbitaxon:32008	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.83
so	so:0000054	NO_NAME_FOUND	skos:exactMatch	mondo	mondo:0700064	aneuploidy	semapv:SemanticSimilarityThresholdMatching	logmap	0.52
omim.ps	omim.ps:300908	NO_NAME_FOUND	skos:exactMatch	doid	doid:2861	congenital nonspherocytic hemolytic anemia	semapv:SemanticSimilarityThresholdMatching	logmap	0.8
icd11	icd11:1068406335	Helicobacter	skos:exactMatch	ncbitaxon	ncbitaxon:209	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.74
ncit	ncit:C3476	Li-Fraumeni Syndrome	skos:exactMatch	omim.ps	omim.ps:151623	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.8
ncbitaxon	ncbitaxon:153136	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:554645611	Deltaretrovirus	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
omim.ps	omim.ps:158000	NO_NAME_FOUND	skos:exactMatch	mondo	mondo:0008009	monilethrix	semapv:SemanticSimilarityThresholdMatching	logmap	0.51
doid	doid:2945	severe acute respiratory syndrome	skos:exactMatch	ncbitaxon	ncbitaxon:694009	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.45
ncbitaxon	ncbitaxon:262	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1258154716	Francisella	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
doid	doid:11263	chlamydia	skos:exactMatch	ncbitaxon	ncbitaxon:810	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.52
icd11	icd11:596589512	Aspergillus	skos:exactMatch	ncbitaxon	ncbitaxon:5052	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
ncbitaxon	ncbitaxon:147572	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:692114502	Piedraia	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:1927114867	Listeria	skos:exactMatch	ncbitaxon	ncbitaxon:1637	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
ncbitaxon	ncbitaxon:6183	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1504277959	Schistosoma mansoni	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
nbo	nbo:0000621	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:167946871	Selective mutism	semapv:SemanticSimilarityThresholdMatching	logmap	0.6
doid	doid:0060393	chromosome 15q11.2 deletion syndrome	skos:exactMatch	chr	chr:9606-chr15q11.2	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.54
icd11	icd11:1371953258	Clostridioides difficile	skos:exactMatch	ncbitaxon	ncbitaxon:1496	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
icd11	icd11:145341346	Hepatitis E virus	skos:exactMatch	ncbitaxon	ncbitaxon:291484	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.83
icd11	icd11:1435433976	Escherichia	skos:exactMatch	ncbitaxon	ncbitaxon:561	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
icd11	icd11:1038855312	Entamoeba	skos:exactMatch	ncbitaxon	ncbitaxon:5758	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.83
efo	efo:0008501	dysplasia	skos:exactMatch	pato	pato:0000640	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.83
ncbitaxon	ncbitaxon:5761	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:850910350	Naegleria	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
efo	efo:1001275	Bordetella Infections	skos:exactMatch	ncbitaxon	ncbitaxon:517	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
ncbitaxon	ncbitaxon:55194	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:866147054	Malassezia furfur	semapv:SemanticSimilarityThresholdMatching	logmap	0.77
ncbitaxon	ncbitaxon:642	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1503622535	Aeromonas	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
chr	chr:9606-chr17p13.1	NO_NAME_FOUND	skos:exactMatch	doid	doid:0060432	chromosome 17p13.3 duplication syndrome	semapv:SemanticSimilarityThresholdMatching	logmap	0.55
ncit	ncit:C27314	Mycobacterium Avium Complex Lymphadenitis	skos:exactMatch	ncbitaxon	ncbitaxon:120793	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.51
nbo	nbo:0000589	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1478829290	Tremor	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
icd11	icd11:110725874	Coxsackievirus	skos:exactMatch	ncbitaxon	ncbitaxon:12066	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.82
doid	doid:11198	DiGeorge syndrome	skos:exactMatch	chr	chr:9606-chr22q11.2	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
icd11	icd11:1743748165	Mycobacterium	skos:exactMatch	ncbitaxon	ncbitaxon:1763	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.81
icd11	icd11:14173159	Acanthamoeba	skos:exactMatch	ncbitaxon	ncbitaxon:5754	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
efo	efo:1001353	Klebsiella Infections	skos:exactMatch	ncbitaxon	ncbitaxon:570	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
omim.ps	omim.ps:616255	NO_NAME_FOUND	skos:exactMatch	mondo	mondo:0975810	short stature with nonspecific skeletal abnormalities	semapv:SemanticSimilarityThresholdMatching	logmap	0.7
icd11	icd11:2048203604	Mobility	skos:exactMatch	pato	pato:0000299	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.51
doid	doid:2945	severe acute respiratory syndrome	skos:exactMatch	ncbitaxon	ncbitaxon:2698737	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
ncbitaxon	ncbitaxon:632	NO_NAME_FOUND	skos:exactMatch	efo	efo:0009425	Yersinia pestis infectious disease	semapv:SemanticSimilarityThresholdMatching	logmap	0.61
icd11	icd11:420438854	Ebola virus	skos:exactMatch	ncbitaxon	ncbitaxon:186538	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
ncbitaxon	ncbitaxon:573	NO_NAME_FOUND	skos:exactMatch	doid	doid:13272	Klebsiella pneumonia	semapv:SemanticSimilarityThresholdMatching	logmap	0.52
ncbitaxon	ncbitaxon:119095	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:927942926	Capillaria	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
doid	doid:0040084	Streptococcus pneumonia	skos:exactMatch	ncbitaxon	ncbitaxon:1313	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.52
icd11	icd11:235145545	Bifidobacterium	skos:exactMatch	ncbitaxon	ncbitaxon:1678	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
omim.ps	omim.ps:158000	NO_NAME_FOUND	skos:exactMatch	gard	gard:93	Monilethrix	semapv:SemanticSimilarityThresholdMatching	logmap	0.7
ncbitaxon	ncbitaxon:5552	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1512056302	Trichosporon	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
doid	doid:2861	congenital nonspherocytic hemolytic anemia	skos:exactMatch	omim.ps	omim.ps:300908	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.8
ogms	ogms:0000031	NO_NAME_FOUND	skos:exactMatch	doid	doid:4	disease	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
icd11	icd11:2109674521	Trichomonas vaginalis	skos:exactMatch	ncbitaxon	ncbitaxon:5722	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
